client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
4b636ad24bd2fc07df4277e7f031c9449709f1828f94e6b5619071661e718ec1a6c57f15638e820add456fc7ac8ac80a557acb3876bc1e19e37f4c303dc69f72	common_voice_fr_22591161.mp3	oui	2	0	twenties	male	cote_d_ivoire	fr	Benchmark
4ddd819c30d4c2eeaaa8535916cdea57602ebd9f5fa8963a273e037d38f48ce2392b008ee2e14ed6d2a67501662d33145ac3f9ea95a9fcfc109df11aaa1291f0	common_voice_fr_22025418.mp3	oui	3	2				fr	Benchmark
4e04d6075b9b07a9eef0d6cb9074b8a7e43112fa9e2930e2eccda8720949e32ce5af9bc2a2228aacf0f695f26a5b58e12962a4c62c28be4edb4772009b4df98d	common_voice_fr_22234014.mp3	sept	2	0				fr	Benchmark
4fc117453eff25b1f52da0899450efadef21edf9afad796f7673c60af48b202e2789f3c7c287af710985911480dc27e83a37f1dbe38182027c580f7f1e0fc2da	common_voice_fr_21958367.mp3	zéro	4	0				fr	Benchmark
52c8bc8ebb0d59c5746f14ee425ae47e55440350d49f82f8ccee7e90e1c0c8c3ea7c11dce91ffea54a81f4a3acad1362d6631dbcb2eeb501c8b736e99653371f	common_voice_fr_21953159.mp3	Hey	5	1				fr	Benchmark
53e4042aaccec206ad1c1ea697edfb6ae4aab4bcef21bd4353e8be4b3c287fc1c4753943e58ef0793b98d79208c291a0223b30cbca2480e772f28fda19d1b281	common_voice_fr_22018601.mp3	oui	4	2	thirties	other		fr	Benchmark
5ce020e0e54bf9af58642fc668b519aa2441c2a46ace451b84230acabf69b1a9d1b784a34604624ee21524a531a8b5438bb887b12275232279ae4b8d9f9a6566	common_voice_fr_22116466.mp3	neuf	3	1				fr	Benchmark
5eb8834cfde9223c3867763624b58c95e275d37e6e343639ebababda4ef8120e699f62169601ce03dd60122be396d0fc028db297167ad7aaa129128a02f5737e	common_voice_fr_22219234.mp3	trois	2	0				fr	Benchmark
5f3a53245404d652a99c1daa23440e3bdb7ead504b8bafeb1202e7140c6aac48bb5105fc2ff25c41f867fc1b44024fbfead569440813683089011443c1e52268	common_voice_fr_21987210.mp3	non	3	0				fr	Benchmark
60538cab84da77d9ae791f8d9f49eae6231c6471a1eba3fc87cab6addf6411c5a87fa39cdd060a9d829f90b2840b4e6b9f4fde436145716730a16e844e5dd13b	common_voice_fr_21971306.mp3	six	2	0				fr	Benchmark
615418bbe6406231cc988faf7afc18bfac112b75b987577522e7729e944c4e85ded41a1e225e9f7671c60e2dd7586cfd6f00d71b938c82fd062c32b4d13856f6	common_voice_fr_22087727.mp3	cinq	2	0				fr	Benchmark
638f3555af966d0dac1ffeebc5f8ee6fe7c460ea0560cb74310192e4258686c83e2d51f8f7216f2f5d9badf0f9ba00e4d02b0ca82ae5068a14e57307fe4cb3b3	common_voice_fr_21952274.mp3	Hey	3	1				fr	Benchmark
69d8d8254da153a90af677403f93911f28a4edf591b3e2a9ee71b363763af33d303cf0cca972313a885f6481c695a3583880f25dc02a2484668680623da0fe61	common_voice_fr_22122669.mp3	trois	2	1				fr	Benchmark
6b108c6aa5073b1b595c08ca13bc2986f04fced4d3f32c45b212fe17bc1cf9370f139a5ddc9a7f78d9da1526846d651069513fd740f0994b142b3575a0c273c3	common_voice_fr_22228439.mp3	Hey	2	0				fr	Benchmark
6b1322a17f9d80e4dca7d8d56de7b6f863c2ea6797170d9d2767123590b4016cf34d1d17604e5561e4ac7af8c4136700d1b31d6082a121b3a902c9e1fd096874	common_voice_fr_22070520.mp3	oui	2	0				fr	Benchmark
6b89cb6d9fb6c624c7dc2734b09a1da8f3dc4c3520fac6bc7e88fad6fc986d556007a7120012d2e1ed11e6b4f86b4e19406662534e58131a8df0ece5648b25b3	common_voice_fr_22135773.mp3	Firefox	2	0				fr	Benchmark
6e6be35c967c6fafea0647145e9d44bad654668ba639faac72f73851ff8a31ce58e505b4ed8e4023998f0a9184c0e1089e14a113660e74c5e97c8906e5b5977b	common_voice_fr_22223002.mp3	Hey	2	1				fr	Benchmark
6f194b0f48dfd12e2d85c0c06ec71cf0e04d1a82e5533fe137c8a823f6f6f00fa9260e31fdef5f80d85166b37884f295173be3654c35823f59df6d050c9a93aa	common_voice_fr_21987320.mp3	oui	3	2				fr	Benchmark
72d053993af9ada2dad2a28d0fde89b3466f548413095f073ad7c19137059634c443231c187108e01608f60e997a8cd42fc8d7e3dd0d812c5374aa512e234a9e	common_voice_fr_21907028.mp3	Hey	2	1				fr	Benchmark
74d6a9bdbdcb30dbfc19b9c6ae9280402f7ee9159d702f7a1c55d922d14483cd2c7262cbe8792331e168f915d7adb7df4b39873141a59095fc26d32ed741270e	common_voice_fr_21982489.mp3	trois	2	0				fr	Benchmark
75336833c5974c36ea7315d662e8d55d96d8a54678e0aba5e7424454e436d1d154d2ce1b2e3c5d39ee531a35e7b37adf2329288e3db893e786cdf70892d9e8b0	common_voice_fr_22114340.mp3	Hey	2	0				fr	Benchmark
82b1cab37525d838798029b837c5e4985f22109eb35f1f8f29bc22c73baa38320429c20faebed90fbdab54f4dd7bc9887bc7ab311cde21b1e9f227b4f6c3ec29	common_voice_fr_22116532.mp3	oui	2	1				fr	Benchmark
82e12aa9657549149e81aabd27eff24311f2d757469cfccce165f646a2675aff515251c63176c2b3703789a22a51f1852bbe486156ae1f68c58842e8633914be	common_voice_fr_22076424.mp3	non	2	0	fifties	male		fr	Benchmark
84afc30405d8ba53f90bb3ecce15e86b2e61144a62c21d1637edf2b394cf71076267727f4fa330e652a908a6b69e563f0ad5e14353a56a67483bac96689de845	common_voice_fr_22222216.mp3	zéro	2	0				fr	Benchmark
84c3daf3288e859ac7df4edf8927b24a7bcf3501a9983876fd0de6c507900b7383243ff3e6a9d9d9fbaacb1a428948094de76cc82b71a5034e5de0d5384812c6	common_voice_fr_22154470.mp3	Firefox	2	0				fr	Benchmark
8690bb56554623c807a6f0e2cb3ac6906d50ffab6df7e595d2fe059033112001f66cf19a541c86f83d424fbcea4d4a123aad3816a107ad81a7e14c9f23b8788c	common_voice_fr_22120563.mp3	un	3	2				fr	Benchmark
965acb1f72994b40323b61235a4c0117eb434d90e990e553e30b9aeab968c52349e3b761848f702520783bb24d6218a2980793ca038258e61e72df85974181cd	common_voice_fr_22194006.mp3	quatre	2	0				fr	Benchmark
9a172339bfa73b7faca7837883f78f8b254333dbfd13ade473241a22af415f0d0c742d031da323c67f1fb24ee8aaf84fb52c373c06843dcd969b98f3cdccc814	common_voice_fr_22093383.mp3	non	2	1				fr	Benchmark
a11d81842050bd422db5726ed2e7b75b0f0633f48e7ab475674f4db279d3abc241d2f3222d13a633060424409d7b71d590ac34d4afbe6b36fc6dea00f0d510e0	common_voice_fr_22122414.mp3	sept	2	0				fr	Benchmark
a29bfa1f823b1622e72bae33e482963dda6fa39a9b73a7d182a9c46855722cf9e2801f85ec96c71fe6dbff3356ce3ecb952a6ce567f8e8f33e17ce91143c4476	common_voice_fr_22064340.mp3	trois	3	2				fr	Benchmark
a4d247a1c0c90a5b2666adec0036822fab7ad653316aa94ccb3fa781c03461ffd397074d0da3918fe0cfe67cf4e4b6670567f58dc91ee0622b0c794dccdab9bf	common_voice_fr_21959103.mp3	six	2	1	fourties	male		fr	Benchmark
aab02d35e974480bf82481f7a6426c66d6558d4b86bfb1059ab686f3fd487129c26d7680a137b8ef6c6968887c8506182b5494a533b700b5d825e8f0a6195a0a	common_voice_fr_22200493.mp3	quatre	2	0				fr	Benchmark
ae0e1605c4fb5b40516db505e2776179de9327634b8236eee9cc7f84614e6f0083a2b88da11251be2f22664fb5d6ff6f840514df3631aa86afa663e297fbc43d	common_voice_fr_22222319.mp3	quatre	2	0				fr	Benchmark
b5cb9cd169d8891e5d87be562640972d39063972e18ea1e3f2f5f466c1c23903f4814a329227fcc2e1d39ed130279bb2fd8937c4f96b7dca80534497f8d18e8e	common_voice_fr_22396505.mp3	quatre	2	1				fr	Benchmark
b688861636c51823ca52dae94310fe39baadc826128e5a579bc0d51a1ba6eea5c60bb1c4a6bc64c4d47553c5d3dab70241ef26cf5f2ba27f7fac0a8cb1fc18e6	common_voice_fr_22112376.mp3	Hey	2	1				fr	Benchmark
b6b04fd4f878c0e99dc5edaae43bc9c1b5fe1e8f9980439b7aa6395362afa186b37993f0a46cb4eb1f8d6608d2f6d5676d9b451b4ffc6e1f67a48a5eb5995f55	common_voice_fr_22154857.mp3	sept	2	0				fr	Benchmark
b6c65513e475c360f73d6443cd14a5f080d6a7bfc11598eeea75768706ca638053be652160017571ae872286131da730afba742d58f52c0373d25315dba97f1e	common_voice_fr_22203848.mp3	trois	2	0	thirties	male	france	fr	Benchmark
bcd105be566718db596faf9c809b9a8221c6b51e2770858ec9704d269c15f5a43fac3065b9d3b125f86b0e7df65da96a8f1df3ab8cfd3d52f3b36d43d425a7b1	common_voice_fr_22217643.mp3	zéro	2	0				fr	Benchmark
c5cdc643100f8713863ca48627673032045797e30f73bb18a011f495435da046734bfd32a4519d6285c1a557b7fa440e9a83870282ce826ef205ec7ffff2a2fb	common_voice_fr_21950976.mp3	Hey	3	0				fr	Benchmark
dc1cbc0c88224413d650e44d15b6b29634610a921e54171b36accdba577b97f90471d7dc991c65ef992e61abb39e5ac4bb15d24d9b52d192dfd842c994b8498a	common_voice_fr_22022372.mp3	six	3	0				fr	Benchmark
e16c7f21b0371baaed4c1a362933bc9dffd5a3f2703982d9b4da25168c9f81702ec0478ce14045cc1958eb2213410b22f210017b73d445e413e0f13c5b0ba7fb	common_voice_fr_22068890.mp3	oui	2	1				fr	Benchmark
e45e2584095a410a61dc991ea709165d1f4a140eff04b917fda5a49fd31411fce91e92986741bbf02b6c022c440af877ec68661dd378026250f1253205e353e8	common_voice_fr_22015935.mp3	sept	2	0				fr	Benchmark
ec7724c0f150a95ec5772f9dc665670836b154e9969863974d604dcccb9c3bc6b308d0fe7a974c02c7af65ab7aa69d44f1c8a7592a275166d3c7a081533a757b	common_voice_fr_22007330.mp3	huit	5	4				fr	Benchmark
f3eddc4b0edc6c23dd1a41590194a76097eef3ffe715eb8ed3117ddca8f50ef4c04337fd8e19676880bda019cf40110bf57f20dbb465917ce60966932941cf72	common_voice_fr_21945099.mp3	zéro	2	1				fr	Benchmark
f8415bc4e430dafbc6d026351f58dd08703591a2ba861d6e885d179c06d82acd2e14f4d97966887a55841013f742bf4f6276387ebf0373704d9573fe29be8892	common_voice_fr_22191330.mp3	six	2	0				fr	Benchmark
f88d30e1995df829311de5c63b508750bba4d7238fcf03f0edcd7728e59fd18f1e8e5d803f2974e7c7c7b85b95a67812dd9e88a96ab62a59e454b0a9867b7bde	common_voice_fr_22193299.mp3	neuf	2	0	twenties	female		fr	Benchmark
f8b28a573e84c02cf96332b36e83fc01301fa39dd0995b1cc0d0a21acbaccf26c4af45050785f9add1bc91b68c00acde3d5a35a6f6c3b063f9816cd7e7a23d10	common_voice_fr_22086245.mp3	un	3	1				fr	Benchmark
0057f64fa0ab8b5f5f017c6942436d1e60dc2819aea50fe2a3f6c6b16148ea0e7bb8211003b02124ca3c33bcc07d67fbe391e20afba772c126cdacd9b66b152c	common_voice_fr_22158806.mp3	huit	2	0				fr	Benchmark
0057f64fa0ab8b5f5f017c6942436d1e60dc2819aea50fe2a3f6c6b16148ea0e7bb8211003b02124ca3c33bcc07d67fbe391e20afba772c126cdacd9b66b152c	common_voice_fr_22158810.mp3	oui	2	0				fr	Benchmark
0208c0d07ebf87f58f4671b767d2e6a29e1474f99cfb5509e7598bff2ae2f7606982cd27729ee4e80f4b01f20d11f1b717f8a10dd75df5fff8ff2c7fc7c69ed7	common_voice_fr_22217948.mp3	trois	2	0				fr	Benchmark
0208c0d07ebf87f58f4671b767d2e6a29e1474f99cfb5509e7598bff2ae2f7606982cd27729ee4e80f4b01f20d11f1b717f8a10dd75df5fff8ff2c7fc7c69ed7	common_voice_fr_22217953.mp3	neuf	2	0				fr	Benchmark
0225b0bcdbaa2bb434bb47252f70855bfcc666f859daf5a463ffeef4c7669d9c4c9e61ed0fea4af837005d1e99467c70dda4015b285227808d9b993084ddda28	common_voice_fr_22129602.mp3	deux	2	0				fr	Benchmark
0225b0bcdbaa2bb434bb47252f70855bfcc666f859daf5a463ffeef4c7669d9c4c9e61ed0fea4af837005d1e99467c70dda4015b285227808d9b993084ddda28	common_voice_fr_22129604.mp3	non	2	0				fr	Benchmark
0473d740729a9db564c2ad74a09db5def619d4093ab754495ac4858131cf404b8257518a0203bffe4f3e416045e1a0bb15287a7ba5964339aa11fead3153c9aa	common_voice_fr_22078126.mp3	cinq	2	1	fifties	female	germany	fr	Benchmark
0473d740729a9db564c2ad74a09db5def619d4093ab754495ac4858131cf404b8257518a0203bffe4f3e416045e1a0bb15287a7ba5964339aa11fead3153c9aa	common_voice_fr_22078130.mp3	non	2	0	fifties	female	germany	fr	Benchmark
0714009d3c44b57941b9ab5a652f88beabf543f4137b6c203fa7836c56e956019f8defea35e386ddc17ed600cde3e31b0cb17e4abbb5b29b0761121f572ee4b0	common_voice_fr_22113330.mp3	Hey	2	0				fr	Benchmark
0714009d3c44b57941b9ab5a652f88beabf543f4137b6c203fa7836c56e956019f8defea35e386ddc17ed600cde3e31b0cb17e4abbb5b29b0761121f572ee4b0	common_voice_fr_22113332.mp3	huit	2	0				fr	Benchmark
084a7fa7128a755a2e3a461d41ad030d25a6d0f2871f879741cf2634ff4ae709aff6d5f719c256f7b029f60db3346904047e870d43c33614d378e8199100b79f	common_voice_fr_22031201.mp3	oui	2	0				fr	Benchmark
084a7fa7128a755a2e3a461d41ad030d25a6d0f2871f879741cf2634ff4ae709aff6d5f719c256f7b029f60db3346904047e870d43c33614d378e8199100b79f	common_voice_fr_22031205.mp3	cinq	3	1				fr	Benchmark
0f73fc6568165ce264f59f8b22d8c616a34f13e91d5cdf0b5c28f4339b4827a8cc303a3495152a14c929c373ff9a853e3f1deb1057b6d6fa887e019669d69f65	common_voice_fr_22081810.mp3	six	2	1				fr	Benchmark
0f73fc6568165ce264f59f8b22d8c616a34f13e91d5cdf0b5c28f4339b4827a8cc303a3495152a14c929c373ff9a853e3f1deb1057b6d6fa887e019669d69f65	common_voice_fr_22081818.mp3	sept	2	0				fr	Benchmark
120405363b4618067d94e9f8fb68d7235169310950947e8fea45a6d42137058aec43e34771ebce9f1568e7c90ebf103374b957e45ad8480045a1c9fd67c7b0aa	common_voice_fr_22425312.mp3	zéro	2	0				fr	Benchmark
120405363b4618067d94e9f8fb68d7235169310950947e8fea45a6d42137058aec43e34771ebce9f1568e7c90ebf103374b957e45ad8480045a1c9fd67c7b0aa	common_voice_fr_22425314.mp3	oui	2	0				fr	Benchmark
15d8036a20d8077b2e796fdeb81973208ce48cf049fdea4b10682f8d097c13b4e441b941edb3a05aa889f7a0e5ed16e3117e0d2fac02e4fb3ccd0e212f5f4e67	common_voice_fr_22105828.mp3	sept	2	0				fr	Benchmark
15d8036a20d8077b2e796fdeb81973208ce48cf049fdea4b10682f8d097c13b4e441b941edb3a05aa889f7a0e5ed16e3117e0d2fac02e4fb3ccd0e212f5f4e67	common_voice_fr_22105841.mp3	un	2	0				fr	Benchmark
16773435dd55bc7d37cbed9bf07cb16516394c5fafd7c09d62016b0d41cfc023ebd9a34fb055f59ed38dc8a4fc145905ea8406f608200e59bcf0a1d731258d11	common_voice_fr_21959405.mp3	quatre	3	2				fr	Benchmark
16773435dd55bc7d37cbed9bf07cb16516394c5fafd7c09d62016b0d41cfc023ebd9a34fb055f59ed38dc8a4fc145905ea8406f608200e59bcf0a1d731258d11	common_voice_fr_21959411.mp3	un	2	0				fr	Benchmark
16b72e47eb9376adc59a4b7f688d388427bd5c610fc15b06475fdbf7d342358812f9f231b8f402d906eb162e7a9257b5787c0c7d6a412a34e5b568f519472390	common_voice_fr_22040441.mp3	quatre	2	0				fr	Benchmark
16b72e47eb9376adc59a4b7f688d388427bd5c610fc15b06475fdbf7d342358812f9f231b8f402d906eb162e7a9257b5787c0c7d6a412a34e5b568f519472390	common_voice_fr_22040444.mp3	oui	2	0				fr	Benchmark
2201efa81823df258a74a188073ff0d051adbb579e25582150e93c388e856d299704ab9ae7af59f2d61511172aec588b31d34d148cdde9f90cbd91a94f646ceb	common_voice_fr_22162910.mp3	six	2	0				fr	Benchmark
2201efa81823df258a74a188073ff0d051adbb579e25582150e93c388e856d299704ab9ae7af59f2d61511172aec588b31d34d148cdde9f90cbd91a94f646ceb	common_voice_fr_22162914.mp3	deux	2	0				fr	Benchmark
2340eea8ff4fe2144d8db906e816f0a6917903668d97a69836f0acc92c12a58e765a29726d3bab784daadb0a1ec904d450105cf566a75de97942ab05a748b60b	common_voice_fr_22122891.mp3	Hey	3	0				fr	Benchmark
2340eea8ff4fe2144d8db906e816f0a6917903668d97a69836f0acc92c12a58e765a29726d3bab784daadb0a1ec904d450105cf566a75de97942ab05a748b60b	common_voice_fr_22122907.mp3	non	2	0				fr	Benchmark
2b4587e1a9752c4e49f529ffd77ed74825d8d7fb00ad9972ce99d630413c330b1468cffe90564beee355a79c98cf9c8f292c7e587623dbe490ccc40dfd4057d9	common_voice_fr_22157571.mp3	oui	2	1				fr	Benchmark
2b4587e1a9752c4e49f529ffd77ed74825d8d7fb00ad9972ce99d630413c330b1468cffe90564beee355a79c98cf9c8f292c7e587623dbe490ccc40dfd4057d9	common_voice_fr_22157575.mp3	trois	2	0				fr	Benchmark
30fe7499e5e4054136a71a0b9fa562fa98a6167b65696a141ae3eb8297fb1152d522f4c08c44fd50f5a7cf25302fc5c7002242413eee351c2d1fbafb55e57401	common_voice_fr_22160306.mp3	non	3	0				fr	Benchmark
30fe7499e5e4054136a71a0b9fa562fa98a6167b65696a141ae3eb8297fb1152d522f4c08c44fd50f5a7cf25302fc5c7002242413eee351c2d1fbafb55e57401	common_voice_fr_22160314.mp3	trois	3	0				fr	Benchmark
321e986843954d7dcc577fcc2047234501559e6cc8171d5835830999c84ccb4dcc399f6401a2863faf88169893c30267244cc64f2c7233b6ecbe9345fb311089	common_voice_fr_22009026.mp3	oui	2	1				fr	Benchmark
321e986843954d7dcc577fcc2047234501559e6cc8171d5835830999c84ccb4dcc399f6401a2863faf88169893c30267244cc64f2c7233b6ecbe9345fb311089	common_voice_fr_22009027.mp3	neuf	2	1				fr	Benchmark
36d126916a87afd5f8a0d3642c3e59e0b02a84c1d4310aa4b54c03a76cdfe8e3106c6ff6fd4ec1145a4dd657264c775b02dfb0051a6a689bb0d5e678976a1479	common_voice_fr_21994362.mp3	zéro	3	1				fr	Benchmark
36d126916a87afd5f8a0d3642c3e59e0b02a84c1d4310aa4b54c03a76cdfe8e3106c6ff6fd4ec1145a4dd657264c775b02dfb0051a6a689bb0d5e678976a1479	common_voice_fr_21994365.mp3	cinq	2	0				fr	Benchmark
3da4a1acec17adb5040a316bba6a824c4e3080ce5c79123344cacf84f1c90a4aa0f82cfb2418603c7a40a056161022578b374b9f8b0b21c38334315e01c28f0d	common_voice_fr_22120351.mp3	Firefox	2	1				fr	Benchmark
3da4a1acec17adb5040a316bba6a824c4e3080ce5c79123344cacf84f1c90a4aa0f82cfb2418603c7a40a056161022578b374b9f8b0b21c38334315e01c28f0d	common_voice_fr_22120361.mp3	sept	2	0				fr	Benchmark
3dd914eb4acf339f02b560e2d55b80d0ad9dba02681f224a0dde950ebdbeab4e187dad2f5b5f5dd72353f2b2e5ccd68731656626a9ab150548d40413682ec191	common_voice_fr_22122050.mp3	cinq	2	0				fr	Benchmark
3dd914eb4acf339f02b560e2d55b80d0ad9dba02681f224a0dde950ebdbeab4e187dad2f5b5f5dd72353f2b2e5ccd68731656626a9ab150548d40413682ec191	common_voice_fr_22122054.mp3	neuf	3	0				fr	Benchmark
3e464d3418d294a36b3a118b8c3c58b57189ad105c75b2123c44d45070488edf00ba0a352e9c2e3ca5407353984251bfaa89308d3c6cc71d6eeb6dcca8ff787e	common_voice_fr_22129654.mp3	un	4	1				fr	Benchmark
3e464d3418d294a36b3a118b8c3c58b57189ad105c75b2123c44d45070488edf00ba0a352e9c2e3ca5407353984251bfaa89308d3c6cc71d6eeb6dcca8ff787e	common_voice_fr_22129667.mp3	zéro	2	0				fr	Benchmark
404ac623ef21e5eebeadc88564eeba8a6507ca705d7eaf8767a78bd78877be1f0dec8cc3019430332b386476387ad955dde0d9c8bad8d069a65a5754f53c5e9f	common_voice_fr_22198001.mp3	Firefox	2	0				fr	Benchmark
404ac623ef21e5eebeadc88564eeba8a6507ca705d7eaf8767a78bd78877be1f0dec8cc3019430332b386476387ad955dde0d9c8bad8d069a65a5754f53c5e9f	common_voice_fr_22198011.mp3	Hey	2	0				fr	Benchmark
43d1bcdfbf554b6b054d8e07f576597d3f04864fe2bbe03788157678d772b99a72b7541815338a2e0e7164a19da5fec4c9fdfeb79103019a4a0792cbc2764cd9	common_voice_fr_22015624.mp3	neuf	3	0				fr	Benchmark
43d1bcdfbf554b6b054d8e07f576597d3f04864fe2bbe03788157678d772b99a72b7541815338a2e0e7164a19da5fec4c9fdfeb79103019a4a0792cbc2764cd9	common_voice_fr_22015627.mp3	trois	2	1				fr	Benchmark
43ff6cbe615eaa1b5a32fdd9117d3bb11313c9b060d5a9da74f13ffda71a699fb63929a4db3108d745e835ad46f7c6b6f02b7d70a504481bf10e90e394607d6c	common_voice_fr_22031903.mp3	quatre	4	0				fr	Benchmark
43ff6cbe615eaa1b5a32fdd9117d3bb11313c9b060d5a9da74f13ffda71a699fb63929a4db3108d745e835ad46f7c6b6f02b7d70a504481bf10e90e394607d6c	common_voice_fr_22031913.mp3	zéro	2	1				fr	Benchmark
46401608bc5f63b6be6e0554fd1f1809605d58d4a3c11902ce17fe42257004b95ee5ded2e530690173f5f3aa9efceaced38f2cc7e753cd3763fee834e5cba4d8	common_voice_fr_22088910.mp3	six	2	1				fr	Benchmark
46401608bc5f63b6be6e0554fd1f1809605d58d4a3c11902ce17fe42257004b95ee5ded2e530690173f5f3aa9efceaced38f2cc7e753cd3763fee834e5cba4d8	common_voice_fr_22088913.mp3	non	2	1				fr	Benchmark
